Material;NOBB nummer;Material                          ;Priser 01.04.2017;Enhet;;;
135148;46455878;SOTLUKEELEMENT 44X44X18,5 Ø20 SV;241;ST;;;
135195;50876662;SOTLUKEELEMENT 44X44X19,5 ISOKERN;643;ST;;;
130726;;SOTLUKEELEMENT M/LUKE DM 44;1668;ST;;;
102720;46438276;SOTLUKERAMME 18X18 Ø16;296;ST;;;
102721;;SOTLUKERAMME 18X18 Ø18;296;ST;;;
102722;46438295;SOTLUKERAMME 18X18 Ø20;296;ST;;;
102621;25417726;SOTLUKERAMME 18X30 Ø25;440;ST;;;
109665;46415214;SOTLUKERØR 18X18 33CM Ø16 SV;510;ST;;;
118817;46965940;SOTLUKERØR 18X18 33CM Ø20 SV;548;ST;;;
100428;21771951;SOTLUKERØR 18X30 66CM Ø16 RONDO;504;ST;;;
100343;25417676;SOTLUKERØR 18X30 66CM Ø25;695;ST;;;
100344;25417791;SOTLUKERØR 18X30 66CM Ø30;1095;ST;;;
116979;;SOTLUKERØR 455MM HVIT Ø150 PMS50;2637;ST;;;
116985;45937935;SOTLUKERØR 455MM SORT Ø150 PMS50;2637;ST;;;
117896;47550296;SOTLUKERØR 455MM SORT Ø250 PM25;2975;ST;;;
118738;47522103;SOTLUKERØR 455MM SORT Ø250 PM50;3905;ST;;;
100429;25675711;SOTLUKERØR 66CM 18X30 Ø18;444;ST;;;
100430;21772041;SOTLUKERØR 66CM 18X30 Ø20;526;ST;;;
100924;48844812;SOTLUKERØR BLANK Ø250 ICS25;4490;ST;;;
100927;;SOTLUKERØR BLANK Ø400 ICS25;4697;ST;;;
116974;48844774;SOTLUKERØR GRÅ Ø150 PMS50;2637;ST;;;
120771;48844857;SOTLUKERØR GRÅ Ø150 PMV25;2475;ST;;;
120772;47285700;SOTLUKERØR GRÅ Ø150 PMV50;2441;ST;;;
116978;48844785;SOTLUKERØR GRÅ Ø200 PMS50;2870;ST;;;
117897;48844823;SOTLUKERØR GRÅ Ø250 PM25;3905;ST;;;
118739;48844895;SOTLUKERØR GRÅ Ø250 PM50;3905;ST;;;
120769;48844861;SOTLUKERØR HVIT Ø150 PMV25;2475;ST;;;
120770;47285715;SOTLUKERØR HVIT Ø150 PMV50;2441;ST;;;
116973;48844793;SOTLUKERØR HVIT Ø200 PMS50;2870;ST;;;
117898;48844838;SOTLUKERØR HVIT Ø250 PM25;3905;ST;;;
118737;48844925;SOTLUKERØR HVIT Ø250 PM50;3905;ST;;;
136933;27810894;SOTLUKERØR M/LUKE K 110X160 OVAL;1226;ST;;;
136935;27810878;SOTLUKERØR M/LUKE L 110X160 OVAL;1226;ST;;;
110650;27810282;SOTLUKERØR M/RUND LUKE Ø100 PPL;695;ST;;;
110651;27810308;SOTLUKERØR M/RUND LUKE Ø130 PPL;740;ST;;;
111020;27810316;SOTLUKERØR M/RUND LUKE Ø150 PPL;801;ST;;;
111641;27810332;SOTLUKERØR M/RUND LUKE Ø180 PPL;901;ST;;;
111614;27810340;SOTLUKERØR M/RUND LUKE Ø200 PPL;962;ST;;;
111661;46435741;SOTLUKERØR M/SKYVELUKE Ø100 PPL;695;ST;;;
112099;46435786;SOTLUKERØR M/SKYVELUKE Ø130 PPL;740;ST;;;
112313;46435824;SOTLUKERØR M/SKYVELUKE Ø150 PPL;801;ST;;;
112915;46435915;SOTLUKERØR M/SKYVELUKE Ø180 PPL;901;ST;;;
113097;46436320;SOTLUKERØR M/SKYVELUKE Ø200 PPL;962;ST;;;
111669;48844842;SOTLUKERØR RUND LUKE Ø250 PPL;1002;ST;;;
120767;48611553;SOTLUKERØR SORT Ø150 PMV25;2475;ST;;;
120768;47285696;SOTLUKERØR SORT Ø150 PMV50;2441;ST;;;
116989;48844804;SOTLUKERØR SORT Ø200 PMS50;2870;ST;;;
141940;49591375;SOTLUKERØR Ø200 500MM GRÅ PMV50;2993;ST;;;
141941;49591386;SOTLUKERØR Ø200 500MM HVIT PMV50;2993;ST;;;
141939;49591360;SOTLUKERØR Ø200 500MM SORT PMV50;2993;ST;;;
100926;;SOTLUKERØR Ø350 BLANK ICS25;3205;ST;;;
135299;;"SPJELD 20"" MAGNUM";1441;ST;;;
135300;;"SPJELL 24""/MAGNUM 30""";1367;ST;;;
130659;;"SPJELL 30"" / MAGNUM 36""";1389;ST;;;
124953;;"SPJELL 33""/MAGNUM 42""";1482;ST;;;
124967;;"SPJELL 36"" / MAGNUM 48""";1529;ST;;;
940001520;48777835;SPRAYLAKK GRÅ;235;ST;;;
940002418;48777820;SPRAYLAKK HVIT;235;ST;;;
940001517;48777816;SPRAYLAKK SORT;235;ST;;;
147457;51258162;SPRAYLAKK SORT RADIUS/CURVE;288;ST;;;
135136;;STARTELEMENT M/TILLUFT Ø100MM Ø16 SV;573;ST;;;
135145;44011637;STARTELEMENT M/TILLUFT Ø100MM Ø20 SV;609;ST;;;
135138;45569281;STARTELEMENT M/TILLUFT Ø80MM Ø16 SV;573;ST;;;
137011;45569485;STARTELEMENT M/TILLUFT Ø80MM Ø20 SV;609;ST;;;
124086;;STARTKOBLING 130/0,6/316/BLANK/PMS25;333;ST;;;
149474;51914520;STARTKOBLING ISOLERT Ø150 GRÅ PMS25;773;ST;;;
149498;51914546;STARTKOBLING ISOLERT Ø150 GRÅ PMS50;886;ST;;;
149478;51914656;STARTKOBLING ISOLERT Ø150 HVIT PMS25;773;ST;;;
149502;51914694;STARTKOBLING ISOLERT Ø150 HVIT PMS50;886;ST;;;
149470;51914637;STARTKOBLING ISOLERT Ø150 SORT PMS25;773;ST;;;
149494;51914675;STARTKOBLING ISOLERT Ø150 SORT PMS50;886;ST;;;
149476;51914535;STARTKOBLING ISOLERT Ø200 GRÅ PMS25;881;ST;;;
149500;51914554;STARTKOBLING ISOLERT Ø200 GRÅ PMS50;934;ST;;;
149480;51914660;STARTKOBLING ISOLERT Ø200 HVIT PMS25;881;ST;;;
149504;;STARTKOBLING ISOLERT Ø200 HVIT PMS50;934;ST;;;
149472;;STARTKOBLING ISOLERT Ø200 SORT PMS25;881;ST;;;
149496;51914686;STARTKOBLING ISOLERT Ø200 SORT PMS50;934;ST;;;
142686;51920873;STARTKOBLING METEOR JUPITER GRÅ;830;ST;;;
142687;51920884;STARTKOBLING METEOR JUPITER HVIT;830;ST;;;
142685;51920865;STARTKOBLING METEOR JUPITER SORT;830;ST;;;
135903;;STARTKOBLING PEIS Ø200;1042;ST;;;
135904;;STARTKOBLING PEIS Ø250;1078;ST;;;
124116;51157377;STARTKOBLING RADIUS-CURVE GRÅ;830;ST;;;
124117;51157381;STARTKOBLING RADIUS-CURVE HVIT;830;ST;;;
124115;47713332;STARTKOBLING RADIUS-CURVE SORT;830;ST;;;
124087;41612409;STARTKOBLING Ø150;362;ST;;;
124089;46465682;STARTKOBLING Ø200;385;ST;;;
124090;47522016;STARTKOBLING Ø250;429;ST;;;
127684;;STARTMODUL DM Ø13-20;101;ST;;;
135137;46452817;STARTPALL Ø16 SV;3837;ST;;;
135146;46452904;STARTPALL Ø20 SV;4471;ST;;;
142354;50990058;STARTRØR TILLUFT BLANK Ø150 PMV;1071;ST;;;
142352;50990032;STARTRØR TILLUFT GRÅ Ø150 PMV;849;ST;;;
142353;50990043;STARTRØR TILLUFT HVIT Ø150 PMV;849;ST;;;
114196;45644355;STARTRØR TILLUFT RUND BLANK Ø150 PMV;1042;ST;;;
141902;49591023;STARTRØR TILLUFT RUND BLANK Ø200 PMV;1452;ST;;;
114220;45644374;STARTRØR TILLUFT RUND GRÅ Ø150 PMV;849;ST;;;
141900;49591004;STARTRØR TILLUFT RUND GRÅ Ø200 PMV;1161;ST;;;
114221;50662761;STARTRØR TILLUFT RUND HVIT Ø150 PMV;849;ST;;;
141901;49591012;STARTRØR TILLUFT RUND HVIT Ø200 PMV;1161;ST;;;
114219;45644366;STARTRØR TILLUFT RUND SORT Ø150 PMV;849;ST;;;
141899;49590993;STARTRØR TILLUFT RUND SORT Ø200 PMV;1161;ST;;;
142351;50990024;STARTRØR TILLUFT SORT Ø150 PMV;849;ST;;;
115323;;STARTRØR UISO 1000MM SORT Ø130 PMS50;1789;ST;;;
115768;44678525;STARTRØR UISO 1000MM SORT Ø150 PMS25;2101;ST;;;
115331;44678616;STARTRØR UISO 1000MM SORT Ø150 PMS50;2189;ST;;;
115345;44678620;STARTRØR UISO 1000MM SORT Ø200 PMS50;2827;ST;;;
115328;48844944;STARTRØR UISOLERT GRÅ Ø150 PMS50;2189;ST;;;
115334;48844963;STARTRØR UISOLERT GRÅ Ø200 PMS50;2827;ST;;;
115336;48844952;STARTRØR UISOLERT HVIT Ø150 PMS50;2189;ST;;;
115338;48844978;STARTRØR UISOLERT HVIT Ø200 PMS50;2827;ST;;;
940002674;;STATIV SHOP IN SHOP PM;858;ST;;;
136966;;STILLESKRUER M/GUMMIFOT SETT;248;ST;;;
142597;51066453;STRAMMEBÅND/670/0,5/441/MATT;122;ST;;;
102609;50876700;STØPEMASSE FOR ARMERING ISOKERN;389;ST;;;
127705;;STØTTERING 22,5CM;65;ST;;;
146814;51914516;STØTTESTAG BLANK;1658;PAR;;;
147429;52003734;STØTTESTAG SORT;1658;PAR;;;
149857;51952214;STÅLPLATE 1MM 45X119 SATURN/URANUS;500;ST;Ingen endring;;
149852;51952161;STÅLPLATE 1MM 45X49 JUPITER;500;ST;Ingen endring;;
149853;51952176;STÅLPLATE 1MM 45X59 VENUS;500;ST;Ingen endring;;
149854;51952180;STÅLPLATE 1MM 45X69 MARS;500;ST;Ingen endring;;
149855;51952195;STÅLPLATE 1MM 45X79 MERKUR;500;ST;Ingen endring;;
149856;51952206;STÅLPLATE 1MM 45X99 TELLUS;500;ST;Ingen endring;;
136138;;STÅLRØR 110X155MM OVAL FLEX;1650;M;;;
130732;;TAK TIL TOPPRING DM54;718;ST;;;
100965;44810133;TAKFORANKRING BLANK Ø250 ICS25;762;ST;;;
100967;49433943;TAKFORANKRING BLANK Ø300;912;ST;;;
100968;47522277;TAKFORANKRING BLANK Ø350 ICS25;1015;ST;;;
100963;;TAKFORANKRING Ø200 BLANK ICS25;592;ST;;;
100964;;TAKFORANKRING Ø230 BLANK;752;ST;;;
113120;;TAKFORANKRING Ø400 BLANK;1106;ST;;;
121342;47459678;TAKGJENNOMFØRING Ø250;1542;ST;;;
121343;46965240;TAKGJENNOMFØRING Ø300;1405;ST;;;
143251;49982376;TAKGJENNOMFØRING Ø350;1688;ST;;;
129789;;TAKOPPHENG ICS25 Ø500 (ICS25 Ø450) BLANK;727;ST;;;
129938;;TAKOPPHENG ICS25 Ø550 (ICS25 Ø500);842;ST;;;
112863;;TAKOPPHENG Ø400 (FOR ICS25 DN350);592;ST;;;
112864;;TAKOPPHENG Ø450 (ICS25 Ø400);653;ST;;;
144028;50378122;TELESKOPISK HELTEKKENDE BESLAG DEL 2;1914;ST;;;
137014;42169256;TETTEFOLIE Ø16;556;ST;;;
137010;43670245;TETTEFOLIE Ø16+Ø16 SV;672;ST;;;
146482;50956844;TETTEMANSJETT SORT Ø125;214;ST;;;
136939;43670385;TETTEMANSJETT SORT Ø250;423;ST;;;
136945;45860863;TETTEMANSJETT SORT Ø300/Ø350;547;ST;;;
143043;49593933;TETTEMANSJETT Ø350-delete;579;ST;;;
135135;47262460;THERMOELEMENT 40X40X30 Ø16 SV;1258;ST;;;
135144;47262475;THERMOELEMENT 44x44x30 Ø20 SV;1314;ST;;;
135151;47262486;THERMOELEMENT 76x40x30 Ø16+Ø16 SV;2314;ST;;;
142608;;TILBEHØR WOODFOOD A-TYPE;1;ST;;;
142379;49537721;TILLUFTADAPTER 80/-/0,5/304/BLANK/PMSA25;300;ST;;;
142377;49537702;TILLUFTADAPTER 80/-/0,5/304/GRÅ/PMSA25;241;ST;;;
142378;49537717;TILLUFTADAPTER 80/-/0,5/304/HVIT/PMSA25;241;ST;;;
135124;45570957;TILLUFTADAPTER 80MM;142;ST;;;
142376;49537698;TILLUFTADAPTER 80MM SORT PMV;241;ST;;;
137064;41618786;TILLUFTADAPTER Ø100MM;145;ST;;;
142362;50990134;TILLUFTKANAL BLANK Ø150 PMV;2799;ST;;;
142360;50990115;TILLUFTKANAL GRÅ Ø150 PMV;2240;ST;;;
142361;50990126;TILLUFTKANAL HVIT Ø150 PMV;2240;ST;;;
142366;50990172;TILLUFTKANAL LANG BLANK Ø150 PMV;3111;ST;;;
142364;50990153;TILLUFTKANAL LANG GRÅ Ø150 PMV;2491;ST;;;
142365;50990164;TILLUFTKANAL LANG HVIT Ø150 PMV;2491;ST;;;
117737;45644506;TILLUFTKANAL LANG RUND BLANK Ø150 PMV;3111;ST;;;
117744;45644525;TILLUFTKANAL LANG RUND GRÅ Ø150 PMV;2491;ST;;;
117745;45644533;TILLUFTKANAL LANG RUND HVIT Ø150 PMV;2491;ST;;;
117743;45644514;TILLUFTKANAL LANG RUND SORT Ø150 PMV;2491;ST;;;
142363;50990145;TILLUFTKANAL LANG SORT Ø150 PMV;2491;ST;;;
117746;45644461;TILLUFTKANAL RUND BLANK Ø150 PMV;2799;ST;;;
117735;45644480;TILLUFTKANAL RUND GRÅ Ø150 PMV;2240;ST;;;
117741;45644495;TILLUFTKANAL RUND HVIT Ø150 PMV;2240;ST;;;
117734;45644476;TILLUFTKANAL RUND SORT Ø150 PMV;2240;ST;;;
142359;50990100;TILLUFTKANAL SORT Ø150 PMV;2240;ST;;;
900007776;;TOPP PLATE Ø225MM HULL;649;ST;;;
135088;;TOPPAVDEKNING DM44;358;ST;;;
135106;;TOPPAVDEKNING DM80;680;ST;;;
137003;44573506;TOPPAVDEKNING M/PIPEHATT Ø30;3174;ST;;;
137621;50378065;TOPPAVDEKNING PIPEHATT DEL 3;1281;ST;;;
148904;;TOPPAVDEKNING PIPEHATT DEL 3 Ø250;1413;ST;;;
135128;41147562;TOPPAVDEKNING Ø16 SV;1208;ST;;;
135130;42445972;TOPPAVDEKNING Ø16+Ø16 SV;2662;ST;;;
135164;27813690;TOPPAVDEKNING Ø20;1208;ST;;;
135166;27813963;TOPPAVDEKNING Ø20+Ø20 RONDO;2662;ST;;;
135185;25417700;TOPPAVDEKNING Ø25;1464;ST;;;
136129;;TOPPAVSLUTNING 110X155MM OVAL FLEX;953;ST;;;
109932;;TOPPAVSLUTNING 150/0,6/BL/PM50;305;ST;;;
109934;;TOPPAVSLUTNING 200/0,6/BL/PM50;338;ST;;;
109929;;TOPPAVSLUTNING 250/0,6/BL/PM50;370;ST;;;
145488;51019284;TOPPAVSLUTNING GRÅ Ø150 PMS50;344;ST;;;
145495;51019356;TOPPAVSLUTNING GRÅ Ø150 PMV50;647;ST;;;
145489;51019292;TOPPAVSLUTNING GRÅ Ø200 PMS50;396;ST;;;
145496;51019360;TOPPAVSLUTNING GRÅ Ø200 PMV50;767;ST;;;
145490;51019303;TOPPAVSLUTNING GRÅ Ø250 PMS50;435;ST;;;
145484;51019254;TOPPAVSLUTNING HVIT Ø150 PMS50;344;ST;;;
145493;51019337;TOPPAVSLUTNING HVIT Ø150 PMV50;647;ST;;;
145485;51019265;TOPPAVSLUTNING HVIT Ø200 PMS50;396;ST;;;
145494;51019341;TOPPAVSLUTNING HVIT Ø200 PMV50;767;ST;;;
145486;51019273;TOPPAVSLUTNING HVIT Ø250 PMS50;435;ST;;;
145480;51019220;TOPPAVSLUTNING SORT Ø150 PMS50;344;ST;;;
145491;51019318;TOPPAVSLUTNING SORT Ø150 PMV50;647;ST;;;
145481;51019235;TOPPAVSLUTNING SORT Ø200 PMS50;396;ST;;;
145492;51019322;TOPPAVSLUTNING SORT Ø200 PMV50;767;ST;;;
145482;51019246;TOPPAVSLUTNING SORT Ø250 PMS50;435;ST;;;
102782;;TOPPBOLT TIL SV TOPPAVDEKNING;136;ST;;;
136982;23092935;TOPPLATÅ SORT;1062;ST;;;
130675;;TOPPRING DM44;657;ST;;;
135093;;TOPPRING DM54;951;ST;;;
130676;;TOPPRING DM80;1515;ST;;;
142601;49557003;TREKK CLASSICO WOODFOOD;1526;ST;;;
142602;49557018;TREKK GRANDE WOODFOOD;2693;ST;;;
142600;49557022;TREKK PICCOLO WOODFOOD;979;ST;;;
104122;50360845;TREKKEMASSE SCHIEDEL LIGHT 20KG/50L;418;ST;;;
109838;;TREKKPLUGG Ø100 PPL;326;ST;;;
109961;46384535;TREKKPLUGG Ø130 PPL;344;ST;;;
110125;46384565;TREKKPLUGG Ø150 PPL;392;ST;;;
110395;46384618;TREKKPLUGG Ø180 PPL;438;ST;;;
110513;46384637;TREKKPLUGG Ø200 PPL;463;ST;;;
113581;;T-RØR  Ø250/90/0,6/316/BLANK/ICS50;4096;ST;;;
137726;49082513;T-RØR 150/90/0,6/444/BL/PMSA25;2302;ST;;;
137727;49082494;T-RØR 150/90/0,6/444/GY/PMSA25;2302;ST;;;
137728;49082505;T-RØR 150/90/0,6/444/WH/PMSA25;2302;ST;;;
117306;;T-RØR 200/90/0,6/444/GRÅ/PMS25;2900;ST;;;
145429;51052574;T-RØR 200/90/0,6/444/GRÅ/PMS25;2900;ST;;;
100887;;T-RØR 350/90/0,6/316S/BLANK/ICS25;3914;ST;;;
118248;46546515;T-RØR 45G SORT Ø150 PMS50;2763;ST;;;
118257;47522262;T-RØR 45G SORT Ø200 PMS50;4148;ST;;;
104919;;T-RØR 90G BLANK Ø150 ICS50;2647;ST;;;
104922;;T-RØR 90G BLANK Ø250 ICS50;4490;ST;;;
145423;44677825;T-RØR 90G GRÅ Ø150 PMS25;2253;ST;;;
145447;44678245;T-RØR 90G GRÅ Ø150 PMS50;2302;ST;;;
145453;44678582;T-RØR 90G GRÅ Ø200 PMS50;2995;ST;;;
117954;48844880;T-RØR 90G GRÅ Ø250 PM25;3479;ST;;;
113711;48844906;T-RØR 90G GRÅ Ø250 PM50;3592;ST;;;
145424;44677833;T-RØR 90G HVIT Ø150 PMS25;2253;ST;;;
145448;44678253;T-RØR 90G HVIT Ø150 PMS50;2302;ST;;;
145430;44677863;T-RØR 90G HVIT Ø200 PMS25;2900;ST;;;
145454;44678597;T-RØR 90G HVIT Ø200 PMS50;2995;ST;;;
117949;48844914;T-RØR 90G HVIT Ø250 PM25;3479;ST;;;
113588;48844933;T-RØR 90G HVIT Ø250 PM50;3592;ST;;;
145422;44677814;T-RØR 90G SORT Ø150 PMS25;2253;ST;;;
145446;44678234;T-RØR 90G SORT Ø150 PMS50;2302;ST;;;
145428;44677844;T-RØR 90G SORT Ø200 PMS25;2900;ST;;;
145452;44678578;T-RØR 90G SORT Ø200 PMS50;2995;ST;;;
117945;47521963;T-RØR 90G SORT Ø250 PM25;3479;ST;;;
113589;47522137;T-RØR 90G SORT Ø250 PM50;3592;ST;;;
100904;;T-RØR 90GR M/INSP.LUKE Ø500 BLANK ICS25;8050;ST;;;
136934;27810886;T-RØR K 110X160 OVAL;1226;ST;;;
136936;27810860;T-RØR L 110X160 OVAL;1226;ST;;;
141934;49591341;T-RØR Ø200 90GR GRÅ PMV25;3137;ST;;;
141935;49591356;T-RØR Ø200 90GR HVIT PMV25;3137;ST;;;
141933;49591337;T-RØR Ø200 90GR SORT PMV25;3137;ST;;;
136964;50693924;TRÅDLØS STYRING FOR RØYKSUGER EW41;7490;ST;;;
111044;27810480;T-STYKKE M/LØS NESE Ø100 PPL;630;ST;;;
111527;27810514;T-STYKKE M/LØS NESE Ø130 PPL;715;ST;;;
110759;27810522;T-STYKKE M/LØS NESE Ø150 PPL;863;ST;;;
112538;27810555;T-STYKKE M/LØS NESE Ø180 PPL;975;ST;;;
113133;27810563;T-STYKKE M/LØS NESE Ø200 PPL;1099;ST;;;
115360;;T-STYKKE M/LØS NESE Ø250 PPL;1335;ST;;;
144030;50378084;UNDERBESLAG 0-13GR DEL 1;1270;ST;;;
135877;27814037;UNDERBESLAG M STØTTE 0-45GR Ø180-Ø350;677;ST;;;
144027;50378118;UNDERBESLAG-OVERBESLAG 10-45GR DEL 1;1699;ST;;;
146506;50956852;UNDERBESLAG-OVERBESLAG MØNE DEL 1;2144;ST;;;
105436;;UTSKJERINGSMAL KERANOVA T-RØR Ø18;742;ST;;;
135139;;UTSTILLINGSMODELL M/HJUL Ø16 SV;2229;ST;;;
146644;51066203;VARMESKJOLD CURVE IG06-311;334;ST;;;
146664;51066324;VARMESKJOLD RADIUS IG08-081;245;ST;;;
149859;51953633;VEDKASSE RF TILLEGG A-TYPE;5922;ST;Ingen endring;;
149858;51953625;VEDKASSE SORT TILLEGG A-TYPE;5061;ST;Ingen endring;;
101745;;VEGGBRAKETT 620MM ICS25 BLANK;1450;ST;;;
101746;;VEGGBRAKETT 720MM BLANK;1667;ST;;;
101744;;VEGGBRAKETT Ø500 BLANK ICS25;3296;PAR;;;
101736;;VEGGFESTE W2 176/-/-/304/BLANK;429;PAR;;;
112831;;VEGGFORANKRING 450/0,5/SORT;1152;ST;;;
111735;45643852;VEGGFORANKRING 60-100MM BLANK Ø300;1203;ST;;;
111518;44584237;VEGGFORANKRING 60-100MM GRÅ Ø250;762;ST;;;
111728;45643878;VEGGFORANKRING 60-100MM GRÅ Ø300;962;ST;;;
111727;45643882;VEGGFORANKRING 60-100MM HVIT Ø300;962;ST;;;
111273;44581997;VEGGFORANKRING 60-100MM SORT Ø200;592;ST;;;
111520;41612599;VEGGFORANKRING 60-100MM SORT Ø250;762;ST;;;
111723;45643863;VEGGFORANKRING 60-100MM SORT Ø300;962;ST;;;
112379;47521861;VEGGFORANKRING 60-100MM SORT Ø350;1086;ST;;;
112571;;VEGGFORANKRING 60-100MM Ø400 SORT;1211;ST;;;
124079;;VEGGFORANKRING 75-300MM Ø250 SORT;864;ST;;;
111515;48844997;VEGGFORANKRING BLANK Ø250;875;ST;;;
112369;48845016;VEGGFORANKRING BLANK Ø350;1336;ST;;;
111271;48844982;VEGGFORANKRING GRÅ Ø200;592;ST;;;
112375;48845020;VEGGFORANKRING GRÅ Ø350;1163;ST;;;
111514;48845001;VEGGFORANKRING HVIT Ø250;762;ST;;;
112373;48845035;VEGGFORANKRING HVIT Ø350;1163;ST;;;
115423;;VEGGFORANKRING Ø400 BLANK;622;ST;;;
115879;;VEGGFORANKRING Ø450 BLANK (ICS25 Ø400);880;ST;;;
101274;;VEGGFORANKRING Ø500 BLANK ICS25;1082;ST;;;
116484;;VEGGFORANKRING Ø550 BLANK;1082;ST;;;
115774;47522224;VEGGKONSOLL 200/-/-/304/SORT;2135;PAR;;;
101050;;VEGGKONSOLL 400/-/-/304/BLANK;1941;PAR;;;
101047;48845046;VEGGKONSOLL BLANK Ø250;2233;PAR;;;
101048;48845065;VEGGKONSOLL BLANK Ø300;3096;PAR;;;
101049;48845092;VEGGKONSOLL BLANK Ø350;3378;PAR;;;
116180;47930362;VEGGKONSOLL GRÅ Ø250;1765;PAR;;;
116303;48845073;VEGGKONSOLL GRÅ Ø300;2692;PAR;;;
116300;48845103;VEGGKONSOLL GRÅ Ø350;2938;PAR;;;
116179;48845054;VEGGKONSOLL HVIT Ø250;1765;PAR;;;
116299;48845084;VEGGKONSOLL HVIT Ø300;2747;PAR;;;
116587;48845118;VEGGKONSOLL HVIT Ø350;2938;PAR;;;
116178;51254605;VEGGKONSOLL SORT Ø250;1765;PAR;;;
116304;51074338;VEGGKONSOLL SORT Ø300;2048;PAR;;;
116578;47522232;VEGGKONSOLL SORT Ø350;2561;PAR;;;
145538;;VEGGKONSOLL Ø400 BLANK ICS25;2679;ST;;;
101052;;VEGGKONSOLL Ø500 BLANK ICS25;3296;PAR;;;
101053;;VEGGKONSOLL Ø550 BLANK ICS25;3296;ST;;;
101054;;VEGGKONSOLL Ø600 BLANK;3587;ST;;;
110867;;VEGGRING 250/0,5/316/BLANK/ICS25;663;ST;;;
149863;51952233;VENTILRIST HVIT 120X430X50MM;1345;ST;Ingen endring;;
149864;51952244;VENTILRIST RF 120X430X50MM;1574;ST;Ingen endring;;
149862;51952225;VENTILRIST SORT 120X430X50MM;1345;ST;Ingen endring;;
148592;51537500;VENTILRIST UTV. MÅL 100X270MM HVIT;1205;ST;Ingen endring;;
148590;51537481;VENTILRIST UTV. MÅL 100X270MM RF;1410;ST;Ingen endring;;
148588;51537462;VENTILRIST UTV. MÅL 100X270MM SORT;1205;ST;Ingen endring;;
148591;51537496;VENTILRIST UTV. MÅL 100X485MM HVIT;1345;ST;Ingen endring;;
148589;51537477;VENTILRIST UTV. MÅL 100X485MM RF;1574;ST;Ingen endring;;
148587;51537458;VENTILRIST UTV. MÅL 100X485MM SORT;1345;ST;Ingen endring;;
142607;49556973;VERKTØYSETT WOODY WOODFOOD;2285;ST;;;
136102;25675224;VERMIKULIT 100 LITER 3-8MM;452;ST;;;
135296;25675315;VINSJ;24998;ST;;;
135547;;WAKAFLEX TETTEBAND 5000/280 RØD;1461;RUL;;;
135546;21282280;WAKAFLEX TETTEBAND 5000/280 SORT;1461;RUL;;;
135297;25675679;WIRE TIL VINSJ;3128;ST;;;
110539;48845137;WIREFESTE GRÅ Ø350;962;ST;;;
110658;48845122;WIREFESTE HVIT Ø250;741;ST;;;
110540;48845141;WIREFESTE HVIT Ø350;962;ST;;;
110538;48845156;WIREFESTE SORT Ø350;962;ST;;;
100644;;WIREFESTE U/WIRE BLANK Ø250;1058;ST;;;
100646;45643946;WIREFESTE U/WIRE BLANK Ø300;1176;ST;;;
110657;47930120;WIREFESTE U/WIRE GRÅ Ø250;741;ST;;;
110919;45643965;WIREFESTE U/WIRE GRÅ Ø300;941;ST;;;
110920;;WIREFESTE U/WIRE HVIT Ø300;941;ST;;;
110668;43670412;WIREFESTE U/WIRE SORT Ø250;741;ST;;;
110918;45643954;WIREFESTE U/WIRE SORT Ø300;941;ST;;;
103858;27813906;WIRESETT TIL ETASJEPIPER;1146;PAK;;;
146799;27812510;YTTERELEMENT 36X36X25CM Ø16 NEM;232;ST;;;
133289;21771910;YTTERELEMENT 39X39X33 Ø16 RONDO;166;ST;;;
135132;47992416;YTTERELEMENT 40X40X24 CM Ø16 SV;132;ST;;;
146798;27812627;YTTERELEMENT 40X40X25CM Ø20 NEM;261;ST;;;
135170;21772066;YTTERELEMENT 43X43X33 Ø20 RONDO;205;ST;;;
135142;43935114;YTTERELEMENT 44x44X20,5 Ø20 SV;141;ST;;;
130727;51066464;YTTERELEMENT 44X44X30CM DM;214;ST;;;
100357;25417692;YTTERELEMENT 48X48X33 Ø25;351;ST;;;
130708;;YTTERELEMENT 54X54X30CM DM;341;ST;;;
100360;25417809;YTTERELEMENT 55X55X33 Ø30 RONDO;443;ST;;;
135150;42445934;YTTERELEMENT 76X40X20,5 Ø16 SV;249;ST;;;
135177;21772140;YTTERELEMENT 82X43X43 Ø20 RONDO;370;ST;;;
135101;;YTTERELEMENT DM80 44X80;384;ST;;;